ID,Describing the Symptoms,assuring,diagnosing symptom,Specific Answer,Asks,Symptom,Ask1,Symptom1,Ask2,Symptom2,Description,InspectionList,Car Problem
1758,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Right Side (Passenger),What area is damaged on the right side of your vehicle?,Fender,What Part of the fender is damaged?,Mud Guard/Protector,,,Normal wear and harsh driving conditions will cause the mud guards to become damaged.,"1) Locate the mud guards behind the wheels. Check the mud guards for damage, if they are damaged they will need to be replaced.",Damaged mud flap (mud guard)
1759,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Right Side (Passenger),What area is damaged on the right side of your vehicle?,Fender,What Part of the fender is damaged?,Fender,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.",1) Locate the damaged area of the vehicle.,Damaged Front Fender
1760,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Right Side (Passenger),What area is damaged on the right side of your vehicle?,Fender,What Part of the fender is damaged?,Fender,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","2) Determine which part or parts of the vehicle are damaged. For example if your drivers side front fender is damaged, then also check for damage at the door either from being pushed into it, or from contact. Clean off any loose paint using a cloth or rag.",Damaged Front Fender
1761,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Right Side (Passenger),What area is damaged on the right side of your vehicle?,Fender,What Part of the fender is damaged?,Fender,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","3) Visually inspect the damage, dents can be popped out and will most likely need to be painted. Scratches or scores that go into the metal, can be bondo'd; the process of using a polyester or fiberglass resin to fill a scratch or dent in a metal or plastic body part. However if the damage is excessive or the body part has become warped or distorted from the damage the best course of action is to replace the damaged body part. When it comes to large dents or scratches there is no rule of thumb; when deciding if the body part should be replaced or repaired things to consider are, the cost of the part vs repair of it, and time it would take to repair based on size of damage.",Damaged Front Fender
1762,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Right Side (Passenger),What area is damaged on the right side of your vehicle?,Fender,What Part of the fender is damaged?,Fender,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","4) For plastic body parts such as; valances, bumper covers, and spoilers, you will want to check for cracks. If the plastic is cracked then it will need to be replaced, for the most part cracked plastic is not easily repaired and it is best to replace the part.",Damaged Front Fender
1763,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Right Side (Passenger),What area is damaged on the right side of your vehicle?,Fender,What Part of the fender is damaged?,Fender,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","5) When the damage is beyond a simple patch and repair, you will need to check all the supports and brackets that hold that body part in place. These will need to be repaired or replaced also in order for the new body part to fit correctly.",Damaged Front Fender
1764,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Right Side (Passenger),What area is damaged on the right side of your vehicle?,Fender,What Part of the fender is damaged?,Antenna Mast,,,Antenna masts are subject to normal wear and tear. They can become damaged from contacting objects while driving and require replacement.,"1) Locate the antenna mast, check the antenna mast for bends, if the antenna mast is broken it will need to be replaced. If it is powered up and down mast and is not functioning the hole unit will need to be replaced.",Damaged Antenna Mast
1765,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Rear body panel,,,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.",1) Locate the damaged area of the vehicle.,Damaged rear body panel
1766,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Rear body panel,,,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","2) Determine which part or parts of the vehicle are damaged. For example if your drivers side front fender is damaged, then also check for damage at the door either from being pushed into it, or from contact. Clean off any loose paint using a cloth or rag.",Damaged rear body panel
1767,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Rear body panel,,,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","3) Visually inspect the damage, dents can be popped out and will most likely need to be painted. Scratches or scores that go into the metal, can be bondo'd; the process of using a polyester or fiberglass resin to fill a scratch or dent in a metal or plastic body part. However if the damage is excessive or the body part has become warped or distorted from the damage the best course of action is to replace the damaged body part. When it comes to large dents or scratches there is no rule of thumb; when deciding if the body part should be replaced or repaired things to consider are, the cost of the part vs repair of it, and time it would take to repair based on size of damage.",Damaged rear body panel
1768,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Rear body panel,,,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","4) For plastic body parts such as; valances, bumper covers, and spoilers, you will want to check for cracks. If the plastic is cracked then it will need to be replaced, for the most part cracked plastic is not easily repaired and it is best to replace the part.",Damaged rear body panel
1769,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Rear body panel,,,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","5) When the damage is beyond a simple patch and repair, you will need to check all the supports and brackets that hold that body part in place. These will need to be repaired or replaced also in order for the new body part to fit correctly.",Damaged rear body panel
1770,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,"Rear bumper cover (also includes absorber, reinforcement, License bracket, side supports, reverse sensors, backup camera)",What part on the rear cover of your vehicle looks damaged?,Energy Absorber,,,"Todays vehicles are made of many plastic parts. Using plastic makes the vehicle lighter and more efficient. Plastic is easily broken and todays minor fender bender, can become costly. Plastic can not be easily repaired if it cracks, therefore even just one crack will mean the entire part needs to be replaced.","1) In order to see the energy absorber you will need to remove the bumper cover. The bumper cover is either held on with clips, screws or a combination of both. To remove them use a trim panel removal tool and a screw driver. It is best to start on one side and work your way across making sure you get all of the clips and screws.",Damaged energy absorber
1771,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,"Rear bumper cover (also includes absorber, reinforcement, License bracket, side supports, reverse sensors, backup camera)",What part on the rear cover of your vehicle looks damaged?,Energy Absorber,,,"Todays vehicles are made of many plastic parts. Using plastic makes the vehicle lighter and more efficient. Plastic is easily broken and todays minor fender bender, can become costly. Plastic can not be easily repaired if it cracks, therefore even just one crack will mean the entire part needs to be replaced.",2) Pull off the bumper cover to expose the energy absorber. Look for cracks and dents in the energy absorber. If it is damaged or distorted it will need to be replaced.,Damaged energy absorber
1772,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,"Rear bumper cover (also includes absorber, reinforcement, License bracket, side supports, reverse sensors, backup camera)",What part on the rear cover of your vehicle looks damaged?,Bumper,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.",1) Locate the damaged area of the vehicle.,Damaged rear bumper cover
1773,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,"Rear bumper cover (also includes absorber, reinforcement, License bracket, side supports, reverse sensors, backup camera)",What part on the rear cover of your vehicle looks damaged?,Bumper,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","2) Determine which part or parts of the vehicle are damaged. For example if your drivers side front fender is damaged, then also check for damage at the door either from being pushed into it, or from contact. Clean off any loose paint using a cloth or rag.",Damaged rear bumper cover
1774,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,"Rear bumper cover (also includes absorber, reinforcement, License bracket, side supports, reverse sensors, backup camera)",What part on the rear cover of your vehicle looks damaged?,Bumper,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","3) Visually inspect the damage, dents can be popped out and will most likely need to be painted. Scratches or scores that go into the metal, can be bondo'd; the process of using a polyester or fiberglass resin to fill a scratch or dent in a metal or plastic body part. However if the damage is excessive or the body part has become warped or distorted from the damage the best course of action is to replace the damaged body part. When it comes to large dents or scratches there is no rule of thumb; when deciding if the body part should be replaced or repaired things to consider are, the cost of the part vs repair of it, and time it would take to repair based on size of damage.",Damaged rear bumper cover
1775,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,"Rear bumper cover (also includes absorber, reinforcement, License bracket, side supports, reverse sensors, backup camera)",What part on the rear cover of your vehicle looks damaged?,Bumper,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","4) For plastic body parts such as; valances, bumper covers, and spoilers, you will want to check for cracks. If the plastic is cracked then it will need to be replaced, for the most part cracked plastic is not easily repaired and it is best to replace the part.",Damaged rear bumper cover
1776,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,"Rear bumper cover (also includes absorber, reinforcement, License bracket, side supports, reverse sensors, backup camera)",What part on the rear cover of your vehicle looks damaged?,Bumper,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","5) When the damage is beyond a simple patch and repair, you will need to check all the supports and brackets that hold that body part in place. These will need to be repaired or replaced also in order for the new body part to fit correctly.",Damaged rear bumper cover
1777,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,"Rear bumper cover (also includes absorber, reinforcement, License bracket, side supports, reverse sensors, backup camera)",What part on the rear cover of your vehicle looks damaged?,Rear step bumper,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.",1) Locate the damaged area of the vehicle.,Damaged rear step bumper
1778,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,"Rear bumper cover (also includes absorber, reinforcement, License bracket, side supports, reverse sensors, backup camera)",What part on the rear cover of your vehicle looks damaged?,Rear step bumper,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","2) Determine which part or parts of the vehicle are damaged. For example if your drivers side front fender is damaged, then also check for damage at the door either from being pushed into it, or from contact. Clean off any loose paint using a cloth or rag.",Damaged rear step bumper
1779,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,"Rear bumper cover (also includes absorber, reinforcement, License bracket, side supports, reverse sensors, backup camera)",What part on the rear cover of your vehicle looks damaged?,Rear step bumper,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","3) Visually inspect the damage, dents can be popped out and will most likely need to be painted. Scratches or scores that go into the metal, can be bondo'd; the process of using a polyester or fiberglass resin to fill a scratch or dent in a metal or plastic body part. However if the damage is excessive or the body part has become warped or distorted from the damage the best course of action is to replace the damaged body part. When it comes to large dents or scratches there is no rule of thumb; when deciding if the body part should be replaced or repaired things to consider are, the cost of the part vs repair of it, and time it would take to repair based on size of damage.",Damaged rear step bumper
1780,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,"Rear bumper cover (also includes absorber, reinforcement, License bracket, side supports, reverse sensors, backup camera)",What part on the rear cover of your vehicle looks damaged?,Rear step bumper,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","4) For plastic body parts such as; valances, bumper covers, and spoilers, you will want to check for cracks. If the plastic is cracked then it will need to be replaced, for the most part cracked plastic is not easily repaired and it is best to replace the part.",Damaged rear step bumper
1781,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,"Rear bumper cover (also includes absorber, reinforcement, License bracket, side supports, reverse sensors, backup camera)",What part on the rear cover of your vehicle looks damaged?,Rear step bumper,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","5) When the damage is beyond a simple patch and repair, you will need to check all the supports and brackets that hold that body part in place. These will need to be repaired or replaced also in order for the new body part to fit correctly.",Damaged rear step bumper
1782,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,"Rear bumper cover (also includes absorber, reinforcement, License bracket, side supports, reverse sensors, backup camera)",What part on the rear cover of your vehicle looks damaged?,Reinforcement,,,"Body damage not only affects the body shell of the vehicle, it also affects the brackets supports and reinforcements that hold all the body panels together. Whenever you have been in a collision always check the brackets and reinforcements that hold on the body part if these are damaged, they also need to be replaced.",1) The bumper cover and energy absorber may need to be removed in order to be able to see the bumper reinforcement.,Damaged bumper reinforcement
1783,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,"Rear bumper cover (also includes absorber, reinforcement, License bracket, side supports, reverse sensors, backup camera)",What part on the rear cover of your vehicle looks damaged?,Reinforcement,,,"Body damage not only affects the body shell of the vehicle, it also affects the brackets supports and reinforcements that hold all the body panels together. Whenever you have been in a collision always check the brackets and reinforcements that hold on the body part if these are damaged, they also need to be replaced.","2) Open the vehicle hood and locate the bumper reinforcement, or it may be easier to view the reinforcement from under the vehicle.  Visually inspect the reinforcement, if it is damaged it will need to be replaced. The bumper reinforcement holds the energy absorber to the frame, if this is damaged in an accident the reinforcement needs to be replaced so that the new body parts will line up correctly.",Damaged bumper reinforcement
1784,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Trunk will not stay open by itself,,,,,Trunk and hood struts are designed to carry the weight of the hood or trunk. When they can no longer support the weight they should be replaced.,"1) Open the trunk, if the trunk struts can no longer support the weight of the trunk on there own they will need to be replaced.",Worn Trunk Struts
1785,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Spoiler,,,,,"Todays vehicles are made of many plastic parts. Using plastic makes the vehicle lighter and more efficient. Plastic is easily broken and todays minor fender bender, can become costly. Plastic can not be easily repaired if it cracks, therefore even just one crack will mean the entire part needs to be replaced.",1) Locate the damaged area of the vehicle.,Damaged Spoiler
1786,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Spoiler,,,,,"Todays vehicles are made of many plastic parts. Using plastic makes the vehicle lighter and more efficient. Plastic is easily broken and todays minor fender bender, can become costly. Plastic can not be easily repaired if it cracks, therefore even just one crack will mean the entire part needs to be replaced.","2) Determine which part or parts of the vehicle are damaged. For example if your drivers side front fender is damaged, then also check for damage at the door either from being pushed into it, or from contact. Clean off any loose paint using a cloth or rag.",Damaged Spoiler
1787,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Spoiler,,,,,"Todays vehicles are made of many plastic parts. Using plastic makes the vehicle lighter and more efficient. Plastic is easily broken and todays minor fender bender, can become costly. Plastic can not be easily repaired if it cracks, therefore even just one crack will mean the entire part needs to be replaced.","3) Visually inspect the damage, dents can be popped out and will most likely need to be painted. Scratches or scores that go into the metal, can be bondo'd; the process of using a polyester or fiberglass resin to fill a scratch or dent in a metal or plastic body part. However if the damage is excessive or the body part has become warped or distorted from the damage the best course of action is to replace the damaged body part. When it comes to large dents or scratches there is no rule of thumb; when deciding if the body part should be replaced or repaired things to consider are, the cost of the part vs repair of it, and time it would take to repair based on size of damage.",Damaged Spoiler
1788,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Spoiler,,,,,"Todays vehicles are made of many plastic parts. Using plastic makes the vehicle lighter and more efficient. Plastic is easily broken and todays minor fender bender, can become costly. Plastic can not be easily repaired if it cracks, therefore even just one crack will mean the entire part needs to be replaced.","4) For plastic body parts such as; valances, bumper covers, and spoilers, you will want to check for cracks. If the plastic is cracked then it will need to be replaced, for the most part cracked plastic is not easily repaired and it is best to replace the part.",Damaged Spoiler
1789,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Spoiler,,,,,"Todays vehicles are made of many plastic parts. Using plastic makes the vehicle lighter and more efficient. Plastic is easily broken and todays minor fender bender, can become costly. Plastic can not be easily repaired if it cracks, therefore even just one crack will mean the entire part needs to be replaced.","5) When the damage is beyond a simple patch and repair, you will need to check all the supports and brackets that hold that body part in place. These will need to be repaired or replaced also in order for the new body part to fit correctly.",Damaged Spoiler
1790,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Tail Light Assembly,,,,,Tail lights will crack from an impact with a object.,1) Locate the tail light assembly on the rear of the vehicle,Damaged Tail Light Assembly
1791,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Tail Light Assembly,,,,,Tail lights will crack from an impact with a object.,2) Check for any cracks in the tail light assembly,Damaged Tail Light Assembly
1792,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Rear Fender,,,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.",1) Locate the damaged area of the vehicle.,Damaged Rear Fender
1793,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Rear Fender,,,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","2) Determine which part or parts of the vehicle are damaged. For example if your drivers side front fender is damaged, then also check for damage at the door either from being pushed into it, or from contact. Clean off any loose paint using a cloth or rag.",Damaged Rear Fender
1794,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Rear Fender,,,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","3) Visually inspect the damage, dents can be popped out and will most likely need to be painted. Scratches or scores that go into the metal, can be bondo'd; the process of using a polyester or fiberglass resin to fill a scratch or dent in a metal or plastic body part. However if the damage is excessive or the body part has become warped or distorted from the damage the best course of action is to replace the damaged body part. When it comes to large dents or scratches there is no rule of thumb; when deciding if the body part should be replaced or repaired things to consider are, the cost of the part vs repair of it, and time it would take to repair based on size of damage.",Damaged Rear Fender
1795,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Rear Fender,,,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","4) For plastic body parts such as; valances, bumper covers, and spoilers, you will want to check for cracks. If the plastic is cracked then it will need to be replaced, for the most part cracked plastic is not easily repaired and it is best to replace the part.",Damaged Rear Fender
1796,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Rear Fender,,,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","5) When the damage is beyond a simple patch and repair, you will need to check all the supports and brackets that hold that body part in place. These will need to be repaired or replaced also in order for the new body part to fit correctly.",Damaged Rear Fender
1797,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Tailgate,,,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.",1) Locate the damaged area of the vehicle.,Damaged Tailgate
1798,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Tailgate,,,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","2) Determine which part or parts of the vehicle are damaged. For example if your drivers side front fender is damaged, then also check for damage at the door either from being pushed into it, or from contact. Clean off any loose paint using a cloth or rag.",Damaged Tailgate
1799,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Tailgate,,,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","3) Visually inspect the damage, dents can be popped out and will most likely need to be painted. Scratches or scores that go into the metal, can be bondo'd; the process of using a polyester or fiberglass resin to fill a scratch or dent in a metal or plastic body part. However if the damage is excessive or the body part has become warped or distorted from the damage the best course of action is to replace the damaged body part. When it comes to large dents or scratches there is no rule of thumb; when deciding if the body part should be replaced or repaired things to consider are, the cost of the part vs repair of it, and time it would take to repair based on size of damage.",Damaged Tailgate
1800,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Tailgate,,,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","4) For plastic body parts such as; valances, bumper covers, and spoilers, you will want to check for cracks. If the plastic is cracked then it will need to be replaced, for the most part cracked plastic is not easily repaired and it is best to replace the part.",Damaged Tailgate
1801,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Rear,What area is damaged on the rear of your vehicle?,Tailgate,,,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","5) When the damage is beyond a simple patch and repair, you will need to check all the supports and brackets that hold that body part in place. These will need to be repaired or replaced also in order for the new body part to fit correctly.",Damaged Tailgate
1802,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Front,What area is damaged on the front of your vehicle?,Emblem,,,,,"Todays vehicles are made of many plastic parts. Using plastic makes the vehicle lighter and more efficient. Plastic is easily broken and todays minor fender bender, can become costly. Plastic can not be easily repaired if it cracks, therefore even just one crack will mean the entire part needs to be replaced.",1) Locate the emblem and inspect it for damage.,Damaged emblem
1803,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Front,What area is damaged on the front of your vehicle?,Metal Front Bumper,,,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.",1) Locate the damaged area of the vehicle.,Damaged Front Bumper
1804,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Front,What area is damaged on the front of your vehicle?,Metal Front Bumper,,,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","2) Determine which part or parts of the vehicle are damaged. For example if your drivers side front fender is damaged, then also check for damage at the door either from being pushed into it, or from contact. Clean off any loose paint using a cloth or rag.",Damaged Front Bumper
1805,"If you know what is wrong, start by selecting it:",Exterior Body,Where is your exterior body problem located?,Front,What area is damaged on the front of your vehicle?,Metal Front Bumper,,,,,"Vehicle accidents are stressful and costly. There are many options to fixing body damage, and there are many lower cost options now available. Do some research before taking your vehicle in so you know if the part can be repaired or needs to be replaced, and if it needs to be replaced you may be able to find the part cheaper on your own and save yourself some cash.","3) Visually inspect the damage, dents can be popped out and will most likely need to be painted. Scratches or scores that go into the metal, can be bondo'd; the process of using a polyester or fiberglass resin to fill a scratch or dent in a metal or plastic body part. However if the damage is excessive or the body part has become warped or distorted from the damage the best course of action is to replace the damaged body part. When it comes to large dents or scratches there is no rule of thumb; when deciding if the body part should be replaced or repaired things to consider are, the cost of the part vs repair of it, and time it would take to repair based on size of damage.",Damaged Front Bumper
